vehicle_age,vehicle_type,annual_mileage,city_driving_pct,highway_driving_pct,daily_driving_hours,hard_braking_events,rapid_acceleration_events,engine_temperature,engine_vibration,oil_age_km,brake_wear_pct,tire_pressure_avg,battery_voltage,last_service_km,previous_repairs,service_frequency,maintenance_risk
5,Sedan,24700,30,70,3.5,3,1,87.4,1.83,3614,39.3,32.4,12.43,12726,7,Regular,Low
3,Sedan,26791,52,48,4.3,8,9,104.4,3.05,13911,53.0,28.2,12.7,27537,5,Occasional,High
1,Hatchback,12233,27,73,3.3,1,2,97.2,4.08,5743,15.1,29.8,12.82,9883,7,Regular,Low
8,Pickup,6891,64,36,1.9,5,0,87.3,2.45,1345,20.9,34.1,13.63,19245,5,Regular,Low
3,Pickup,7039,53,47,0.5,1,4,93.6,4.97,2954,51.7,33.3,11.58,21388,3,Regular,Low
2,SUV,24673,64,36,3.4,9,0,88.2,4.12,11102,80.1,32.6,12.59,4423,1,Regular,Low
1,SUV,33436,84,16,3.5,13,12,87.3,2.41,5481,75.5,31.4,12.93,3795,3,Occasional,Low
4,SUV,39385,71,29,3.7,9,5,80.0,3.67,11567,39.7,37.4,13.88,4001,7,Occasional,High
13,Sedan,13186,29,71,0.7,6,3,86.0,3.51,11577,13.3,34.7,12.58,5140,0,Occasional,Low
8,Sedan,5434,62,38,2.8,12,9,98.2,0.7,7860,76.7,28.1,12.03,24431,3,Regular,High
13,SUV,15519,89,11,2.4,5,0,92.2,2.17,600,47.8,31.6,12.63,6199,2,Occasional,Low
3,Pickup,23030,30,70,4.0,1,3,91.2,2.87,1631,30.8,28.8,12.42,26440,3,Rare,Low
14,Pickup,16355,55,45,3.8,0,6,88.8,2.37,9861,52.0,33.6,12.2,4939,4,Occasional,Medium
1,SUV,19328,37,63,4.8,4,3,89.2,1.32,5847,57.2,30.8,12.36,20124,8,Occasional,Low
4,Hatchback,10258,82,18,4.5,14,5,100.3,3.48,9395,32.1,33.9,11.78,26003,1,Regular,High
9,Pickup,12190,24,76,3.0,1,2,93.7,4.95,7246,60.8,31.8,12.66,3252,0,Regular,Low
13,Pickup,27479,50,50,4.9,6,4,97.1,2.03,4623,6.2,29.2,13.39,26703,2,Regular,Medium
1,SUV,25827,35,65,1.2,5,4,93.9,4.82,9794,32.4,29.7,12.41,8374,5,Rare,Low
12,Pickup,15747,85,15,0.5,6,7,97.7,3.9,3450,90.5,34.5,13.15,6435,0,Regular,Medium
14,Sedan,35917,28,72,1.0,4,1,97.9,1.98,6260,78.2,33.3,13.01,26230,2,Rare,Medium
11,Sedan,35377,21,79,2.1,4,0,88.5,2.39,2965,6.1,34.8,13.22,15387,4,Regular,Low
2,Pickup,38148,56,44,3.9,0,2,95.5,3.32,12983,57.0,34.0,11.44,25912,1,Occasional,Medium
9,Sedan,28557,78,22,2.2,11,1,97.8,3.86,6547,76.9,30.6,12.86,11493,4,Regular,High
2,Hatchback,39405,77,23,4.0,9,4,89.1,3.86,9502,30.3,31.6,13.14,3194,8,Regular,Low
13,Pickup,17479,27,73,3.8,5,0,90.1,3.39,11745,56.3,31.9,11.76,14523,3,Regular,Medium
3,SUV,28927,71,29,4.1,2,8,102.8,1.01,1031,74.3,31.4,12.8,15056,7,Regular,Medium
7,Sedan,38292,88,12,1.3,14,7,100.3,4.34,1276,26.8,27.4,12.52,20222,0,Regular,High
3,Hatchback,24491,71,29,2.8,2,3,91.4,1.7,3897,74.8,35.6,12.77,24735,8,Regular,Medium
9,Hatchback,6093,53,47,3.7,6,0,94.7,1.29,2919,70.2,33.2,12.58,17899,3,Regular,Low
6,Sedan,36008,67,33,1.8,4,2,96.3,1.45,1894,21.3,33.1,12.58,29124,7,Regular,Low
3,Hatchback,5104,43,57,4.3,2,5,94.5,0.68,8860,39.3,30.6,13.43,12397,2,Occasional,Low
9,Pickup,23123,32,68,4.0,3,1,89.1,3.81,8968,75.1,30.6,12.09,4938,1,Regular,Medium
1,Hatchback,31936,69,31,1.0,10,4,101.1,0.73,6747,62.2,32.0,12.72,17527,4,Regular,Low
10,Sedan,23060,84,16,1.5,11,1,87.7,0.69,14787,51.0,27.8,12.99,13837,2,Regular,Low
3,Hatchback,29288,90,10,1.6,18,9,101.7,0.51,13620,40.1,31.5,12.63,24101,4,Rare,Medium
1,Sedan,29411,23,77,4.5,1,3,94.7,0.52,14495,35.0,30.2,12.43,7323,8,Regular,Low
2,Sedan,18336,83,17,1.3,12,5,92.0,3.56,9879,46.5,29.0,11.69,9082,2,Occasional,Medium
12,Hatchback,16626,58,42,3.3,1,1,91.9,2.73,10587,42.5,36.7,12.64,22833,6,Regular,High
8,Sedan,8501,82,18,0.8,6,14,94.7,3.53,3555,24.9,35.8,12.68,29761,7,Occasional,High
7,Sedan,21850,77,23,3.0,5,7,99.1,1.54,6661,77.2,29.7,13.64,8038,8,Regular,Medium
2,SUV,25678,35,65,1.1,2,1,99.0,3.74,14623,92.9,32.4,13.08,17800,2,Occasional,Low
2,Pickup,20905,81,19,3.1,9,7,98.4,1.9,3419,49.6,23.7,13.23,16457,8,Rare,High
9,Sedan,6591,29,71,2.2,1,0,75.0,2.74,12028,92.9,31.4,12.58,581,7,Regular,Low
13,Pickup,18522,81,19,3.2,6,1,78.0,4.38,9442,37.9,34.1,11.74,29904,6,Regular,High
13,SUV,21153,52,48,2.3,9,3,79.6,0.79,968,35.7,30.6,13.53,13390,4,Occasional,Low
6,SUV,8572,90,10,4.3,6,11,95.3,4.35,3324,86.2,32.7,12.49,22679,8,Rare,High
5,SUV,38061,61,39,3.9,12,8,97.9,1.99,12138,91.7,31.4,13.08,4128,0,Occasional,Medium
10,SUV,30497,63,37,4.3,3,10,98.3,1.61,4159,29.5,32.6,14.3,28693,7,Rare,Medium
6,Pickup,27242,65,35,1.5,12,1,98.3,4.32,623,88.5,32.6,13.01,10166,3,Occasional,Medium
9,Hatchback,6338,50,50,1.2,4,4,93.6,3.63,13016,16.8,27.0,12.45,26452,2,Regular,Medium
11,Hatchback,21151,24,76,3.0,4,2,97.3,1.83,13131,65.5,31.7,12.71,14483,1,Regular,Low
7,Pickup,31990,37,63,4.4,3,3,102.7,3.64,13752,84.6,36.8,12.57,6742,8,Regular,High
15,Sedan,20380,25,75,1.0,4,4,90.2,4.57,11437,41.8,28.0,13.6,14359,1,Regular,Medium
10,Pickup,36035,69,31,1.6,6,10,96.5,4.42,13376,18.7,33.2,12.89,2919,5,Regular,High
10,Sedan,31117,47,53,3.9,6,4,87.9,4.13,6038,85.7,33.9,12.36,6059,8,Regular,High
14,Sedan,7498,43,57,2.6,0,6,100.7,4.99,3050,74.6,26.2,11.53,26096,7,Regular,High
9,Hatchback,30483,88,12,3.2,11,1,82.0,1.26,3058,10.6,34.0,12.32,14499,5,Occasional,Low
4,SUV,10728,47,53,3.2,3,5,85.5,3.87,13005,43.9,33.0,12.64,13397,4,Regular,Low
2,Hatchback,23877,77,23,2.4,15,1,91.1,1.82,14129,70.3,31.0,11.99,5037,5,Regular,Low
12,Hatchback,31703,86,14,3.7,14,13,93.4,4.69,8612,48.6,32.1,13.1,25849,8,Regular,High
8,Pickup,8088,37,63,4.3,1,3,85.4,0.86,4133,87.5,32.5,12.81,19295,1,Occasional,Low
4,Pickup,28179,23,77,4.6,1,0,109.8,3.5,4434,8.4,31.3,13.2,3247,1,Occasional,Low
13,Sedan,27011,68,32,0.7,8,7,104.8,1.41,12143,69.3,28.4,13.13,18019,5,Occasional,High
9,Pickup,17839,51,49,3.0,3,7,88.7,4.96,14216,89.2,37.4,13.37,27245,8,Rare,High
15,Sedan,28625,85,15,0.7,4,2,90.2,2.84,14062,27.3,31.7,11.98,16313,6,Rare,Medium
15,Sedan,23481,77,23,4.6,5,4,87.7,2.9,650,72.2,31.5,12.67,25720,5,Regular,High
4,SUV,36753,30,70,2.4,1,2,96.6,2.87,638,38.1,27.5,12.15,4338,0,Regular,Low
15,SUV,24558,84,16,4.6,9,6,82.8,3.91,13675,35.2,34.7,13.12,19655,1,Regular,High
8,Hatchback,21771,36,64,1.3,2,3,101.9,4.87,10267,52.0,32.8,13.08,5637,1,Occasional,Medium
9,SUV,36104,85,15,1.2,15,0,100.9,4.82,10746,61.5,34.9,12.46,24497,4,Regular,High
13,Sedan,38066,23,77,4.6,0,3,96.4,1.55,14314,66.5,30.3,11.77,9941,4,Occasional,High
9,Pickup,9061,51,49,4.7,4,3,91.2,3.01,5287,48.3,26.9,12.72,5646,1,Regular,Medium
10,SUV,38241,90,10,4.0,10,11,82.6,2.96,5795,88.4,30.7,13.75,14657,4,Occasional,High
4,SUV,21161,48,52,1.5,2,7,81.7,1.06,2952,24.9,34.4,12.98,15034,3,Occasional,Low
1,SUV,10057,80,20,1.3,1,10,85.1,3.64,1489,81.1,30.4,13.27,21220,1,Regular,Low
15,SUV,10289,79,21,3.9,1,10,98.5,3.92,9067,80.5,32.7,11.83,26919,4,Rare,High
3,Sedan,7221,77,23,3.4,2,8,98.7,4.41,13434,16.6,30.5,12.45,20707,1,Regular,Medium
9,Sedan,26635,72,28,4.4,4,0,87.4,3.81,14525,38.1,30.3,13.17,2103,8,Rare,Medium
4,Hatchback,24026,24,76,1.7,3,4,100.0,1.03,2056,55.2,32.9,13.73,10060,0,Occasional,Low
5,Pickup,12075,80,20,1.8,8,12,96.9,4.64,6578,71.3,31.1,13.02,17365,8,Regular,High
7,Hatchback,27378,40,60,3.8,0,1,77.4,1.45,10762,85.8,30.6,11.6,28954,0,Occasional,Low
5,Hatchback,18681,77,23,1.7,2,2,87.5,3.24,10660,92.3,29.6,12.87,22443,8,Rare,Medium
4,SUV,36584,33,67,2.6,2,0,88.4,3.4,6094,30.5,29.0,12.7,988,2,Regular,Low
15,Pickup,36245,73,27,2.8,6,5,99.0,1.18,5634,67.5,33.5,12.15,16113,8,Regular,High
2,SUV,9983,60,40,3.5,1,11,94.8,2.04,11674,74.2,33.7,12.72,26895,5,Regular,Medium
15,Sedan,37249,35,65,2.0,1,1,101.2,1.85,3756,42.2,31.1,13.22,9747,7,Occasional,Medium
2,Hatchback,36391,70,30,4.4,4,7,102.1,3.69,2208,26.7,28.6,12.5,23633,8,Occasional,High
13,Pickup,35897,20,80,2.3,3,1,98.9,3.31,5968,71.9,31.5,13.1,28351,8,Occasional,High
13,Sedan,25002,59,41,0.7,2,9,91.8,2.4,3243,41.5,34.3,12.58,19471,3,Regular,Medium
4,Hatchback,15498,37,63,0.8,2,3,92.6,1.24,4368,22.1,26.4,13.87,27159,0,Regular,Low
10,Pickup,8206,53,47,4.9,5,8,95.0,3.83,13315,6.7,28.3,12.72,12992,3,Occasional,High
13,Hatchback,17930,80,20,3.3,14,13,90.2,4.73,10065,39.1,31.2,11.97,23099,7,Regular,High
10,Pickup,15320,40,60,2.7,4,5,75.0,3.1,1402,22.7,30.5,12.3,10694,8,Regular,Medium
13,Hatchback,33014,20,80,4.4,0,1,96.8,4.6,3247,63.4,33.3,13.7,14326,5,Regular,High
15,SUV,36817,46,54,3.7,2,4,94.7,4.15,12751,73.9,30.9,13.0,4465,4,Regular,High
9,Hatchback,31752,70,30,1.3,12,8,100.7,4.78,6792,22.6,33.6,12.27,19559,4,Regular,High
8,Hatchback,9507,30,70,0.5,5,4,84.3,2.03,7029,91.8,33.2,12.13,611,2,Occasional,Low
3,Pickup,28925,33,67,4.9,5,0,85.5,3.34,5249,22.3,32.3,13.93,4866,4,Regular,Low
15,Pickup,28689,74,26,3.3,8,5,105.0,1.53,13335,32.8,29.7,12.17,28884,7,Regular,High
14,SUV,20238,46,54,2.6,4,4,80.3,3.82,6885,40.7,32.4,13.18,28383,6,Regular,Medium
9,Pickup,29807,41,59,4.8,2,2,84.2,4.93,823,69.6,32.8,12.37,24495,4,Regular,Medium
14,Hatchback,13921,40,60,2.2,4,4,95.5,1.95,5528,80.7,33.2,13.19,24864,1,Occasional,Medium
5,Pickup,16204,43,57,3.8,6,1,79.8,0.79,11559,56.2,33.0,12.79,18589,8,Occasional,Low
11,Pickup,29893,38,62,3.5,5,0,83.7,4.88,7902,12.4,36.1,11.05,17356,8,Regular,High
3,Pickup,6530,43,57,3.5,2,3,94.9,0.64,13237,86.4,32.9,13.0,6065,4,Regular,Low
5,SUV,36241,45,55,3.5,8,5,87.6,2.14,7495,29.2,34.2,12.47,19808,4,Regular,Low
13,SUV,29297,44,56,0.5,3,0,89.5,3.02,13305,63.6,31.3,13.47,13467,1,Regular,Low
10,Sedan,14302,64,36,4.2,11,7,93.9,4.02,13267,79.4,28.4,12.77,9374,3,Regular,High
13,SUV,5715,48,52,4.7,4,3,97.1,1.47,11802,82.7,30.9,14.34,8004,5,Rare,Medium
4,SUV,14533,30,70,2.5,0,5,97.5,0.74,3973,21.6,31.2,13.36,2100,7,Rare,Low
8,SUV,12223,43,57,3.0,6,6,92.7,3.64,1682,5.3,28.4,12.82,14728,8,Regular,Medium
13,Hatchback,18421,43,57,2.0,8,2,93.4,0.94,12209,90.0,31.3,14.27,2572,0,Occasional,Low
12,Sedan,32696,31,69,4.0,2,5,102.2,1.6,3960,36.2,29.7,13.2,13697,2,Regular,Medium
5,Hatchback,19066,26,74,3.8,3,1,97.2,1.7,2496,57.7,32.1,12.9,11078,4,Regular,Low
10,SUV,26576,59,41,3.8,10,1,97.9,4.27,9777,77.3,32.2,12.62,18252,4,Occasional,High
12,SUV,21585,89,11,3.8,6,0,93.3,3.11,1588,32.3,32.8,12.44,12995,5,Regular,Medium
8,Sedan,7140,42,58,1.5,2,6,96.6,2.53,10873,94.0,35.3,13.19,7329,7,Regular,Medium
9,Sedan,12370,90,10,1.0,7,5,97.2,0.62,10920,11.4,33.8,11.2,20038,5,Regular,Medium
4,Pickup,34516,57,43,1.9,6,10,85.7,2.79,12698,39.0,28.1,13.4,20716,8,Rare,Medium
7,SUV,17022,50,50,3.1,6,6,91.8,3.71,10453,25.8,30.5,13.33,11160,2,Regular,Low
2,SUV,23328,48,52,2.3,5,1,81.7,4.89,1731,18.3,32.1,13.1,12057,2,Regular,Low
6,Hatchback,7929,63,37,1.6,10,4,100.2,2.67,11776,36.4,33.4,12.83,17319,5,Regular,Medium
8,Pickup,8383,47,53,0.6,1,4,77.7,3.01,14647,40.1,34.4,12.17,10908,8,Rare,Medium
12,SUV,32432,87,13,1.0,1,11,95.3,1.95,12951,81.4,31.6,12.63,7139,3,Regular,Medium
7,Hatchback,16111,40,60,1.0,1,4,99.5,4.17,9469,66.8,32.9,13.6,3964,4,Regular,Medium
7,Sedan,36899,28,72,4.8,4,1,82.3,2.93,5629,72.6,31.6,12.4,24785,4,Occasional,Medium
8,Hatchback,28161,68,32,4.0,2,6,83.5,2.19,9377,63.4,34.2,12.83,16241,1,Occasional,Low
7,SUV,13823,56,44,1.1,4,2,92.6,1.02,8206,66.1,29.7,12.39,11896,1,Regular,Low
5,Hatchback,32432,40,60,2.6,7,3,81.7,4.51,10279,26.8,28.9,12.22,23418,2,Regular,Medium
7,Hatchback,38089,79,21,3.4,2,4,92.4,4.11,7938,70.7,34.8,11.66,7135,0,Occasional,Medium
13,Pickup,26053,42,58,4.8,4,7,105.1,1.43,14102,57.8,29.2,13.01,16875,8,Regular,High
14,Pickup,22447,29,71,1.7,3,4,92.2,4.44,9805,74.5,31.0,11.5,6596,3,Regular,High
10,Sedan,29305,89,11,1.7,1,9,100.0,3.01,718,38.8,31.4,13.09,10153,2,Occasional,Low
3,Pickup,8111,40,60,3.1,1,1,94.5,3.97,11959,34.7,31.4,13.17,9870,6,Occasional,Low
5,Hatchback,32493,48,52,4.4,9,5,95.9,3.43,8034,19.1,32.2,13.58,28579,4,Regular,Medium
7,Pickup,15985,78,22,1.8,15,5,78.7,0.82,11391,55.9,31.1,11.95,2589,1,Regular,Low
15,SUV,8086,59,41,1.1,10,0,91.0,1.62,13962,34.3,28.8,12.91,3934,3,Occasional,Medium
9,Hatchback,28464,40,60,1.7,3,5,96.9,2.4,4125,69.5,34.2,13.23,1861,6,Regular,Medium
15,Hatchback,11332,82,18,2.5,10,4,99.4,1.0,2257,79.0,33.8,13.28,1109,1,Occasional,Medium
2,Hatchback,8176,65,35,2.1,11,3,103.2,2.18,2987,76.0,31.9,13.0,11140,5,Occasional,Low
4,SUV,7416,24,76,4.4,3,3,87.4,0.66,9194,60.3,32.4,12.05,29635,2,Rare,Low
12,Hatchback,13651,34,66,4.7,6,5,89.4,4.48,14548,17.9,34.7,12.75,5738,0,Rare,Medium
7,Pickup,15486,59,41,2.2,4,3,88.4,0.69,12739,45.5,33.1,12.68,20112,5,Regular,Low
1,SUV,23695,23,77,4.2,3,3,87.4,2.97,14173,79.7,32.1,12.46,16107,2,Regular,Low
13,Hatchback,6229,43,57,0.8,5,7,94.7,3.6,3983,62.6,37.3,13.41,25216,7,Regular,High
2,Pickup,6530,61,39,3.0,12,2,93.4,1.82,4151,62.3,31.0,13.26,18682,8,Occasional,Low
9,Pickup,6363,45,55,4.2,8,7,97.8,0.51,8650,71.9,28.8,12.61,25494,2,Occasional,Medium
13,Sedan,21836,85,15,2.4,3,4,79.6,2.99,2794,16.6,32.6,12.32,12825,5,Regular,Low
10,Pickup,25288,27,73,1.1,0,1,88.2,2.59,3257,65.4,29.8,12.54,18403,7,Regular,Medium
7,Pickup,27380,85,15,1.8,8,6,103.5,1.34,2564,29.3,32.6,12.82,14198,8,Regular,Medium
12,Sedan,25303,39,61,2.7,4,2,93.4,0.91,10537,58.3,33.1,13.26,1932,2,Regular,Low
10,Sedan,12317,85,15,4.3,13,9,90.2,4.09,8404,59.0,33.8,12.05,19964,1,Occasional,High
7,SUV,8264,87,13,3.9,3,7,96.2,1.38,1519,21.3,33.1,13.1,13027,4,Regular,Low
6,Pickup,23315,74,26,0.9,14,9,84.6,2.41,2874,65.5,32.9,11.89,9469,2,Occasional,Low
3,SUV,17693,58,42,3.0,7,8,101.0,4.05,7256,68.9,33.9,13.13,856,8,Regular,High
10,SUV,21566,69,31,4.4,12,1,89.7,4.62,9680,42.4,34.1,13.59,6257,5,Rare,Medium
3,Hatchback,29811,39,61,3.1,7,1,79.0,2.29,6582,56.9,36.2,12.37,17037,4,Occasional,Low
2,SUV,38405,89,11,0.8,17,13,101.4,2.6,8326,38.1,34.5,12.97,14419,3,Regular,Medium
11,SUV,24856,47,53,4.2,6,1,99.8,3.7,8811,81.7,35.0,13.06,17601,1,Occasional,High
6,SUV,32366,62,38,4.6,10,7,89.1,1.19,5154,63.2,29.7,13.53,813,2,Regular,Low
4,SUV,15638,85,15,2.3,14,10,100.1,4.28,529,53.9,35.3,12.98,28425,1,Regular,High
5,Sedan,25816,47,53,1.9,4,6,97.9,1.72,1628,89.9,34.9,13.8,20386,0,Occasional,Low
3,Pickup,25598,42,58,2.9,4,2,102.6,2.37,13465,73.8,32.9,13.02,25117,1,Regular,Low
6,Hatchback,15652,54,46,4.9,10,1,91.4,4.72,10022,32.4,36.7,13.07,24222,4,Regular,High
11,Sedan,21963,41,59,4.3,1,3,93.3,4.87,12051,18.4,33.2,12.5,24788,8,Regular,High
12,Hatchback,37223,24,76,4.1,5,0,103.6,2.45,6584,8.0,30.9,13.96,22769,0,Regular,Medium
3,Hatchback,36024,79,21,1.4,9,12,75.0,1.71,2885,55.3,31.9,14.34,27844,8,Regular,Low
14,Sedan,8941,60,40,4.5,4,8,90.3,1.12,6755,26.3,30.1,13.14,29973,5,Occasional,Medium
15,SUV,13387,48,52,3.0,5,8,100.0,1.2,5285,82.0,36.8,13.41,28539,7,Regular,High
14,Sedan,13524,54,46,4.6,7,1,84.3,2.8,4357,5.5,32.1,11.55,21721,3,Regular,Medium
8,Hatchback,30279,87,13,3.4,2,14,93.2,3.59,4916,19.3,35.5,13.86,4553,2,Regular,Medium
9,Hatchback,31025,64,36,4.3,9,9,88.9,2.13,7296,38.3,33.2,13.04,24175,0,Regular,Low
4,SUV,22636,28,72,1.2,5,1,83.4,1.58,5083,66.8,34.7,12.05,27995,5,Regular,Low
15,Sedan,18277,70,30,3.7,14,1,89.1,0.51,1727,54.1,30.7,12.21,2952,0,Occasional,Low
9,Pickup,12539,33,67,1.7,4,5,93.4,1.81,9180,34.9,34.6,14.16,4532,6,Occasional,Low
12,Hatchback,37853,88,12,1.3,6,7,98.2,3.33,12365,26.4,30.6,13.26,4981,0,Regular,Medium
7,Sedan,31811,75,25,3.1,8,13,105.9,3.83,4247,25.7,29.8,12.92,17666,6,Occasional,High
3,SUV,31928,30,70,3.2,0,3,88.3,4.17,9031,79.3,31.4,12.75,15643,3,Rare,Low
7,SUV,11909,49,51,2.7,9,6,95.9,2.85,12738,32.6,38.6,12.07,18385,8,Regular,High
14,Pickup,33069,58,42,0.9,9,5,101.0,4.65,13552,86.5,25.8,13.38,22793,5,Regular,High
1,Hatchback,13033,43,57,1.6,1,3,94.6,4.05,1891,7.3,31.7,13.43,13443,1,Regular,Low
3,Pickup,15748,77,23,1.6,9,11,85.3,4.04,12589,8.6,32.0,13.71,9554,5,Regular,Low
6,Pickup,10066,49,51,1.9,0,4,100.1,0.58,1069,94.7,33.8,12.9,19529,1,Regular,Low
4,Pickup,16998,43,57,3.3,2,4,102.1,0.72,3060,60.4,34.5,12.47,21927,4,Occasional,Medium
7,Pickup,18764,86,14,2.5,3,6,97.1,3.94,3008,91.3,35.4,12.4,21960,4,Occasional,High
14,SUV,39215,48,52,4.9,1,2,89.3,1.87,3020,21.3,30.6,13.53,11657,4,Occasional,Low
3,Hatchback,20858,61,39,0.6,7,9,91.4,1.77,1406,84.1,34.3,12.72,19758,3,Regular,Low
1,Pickup,22077,81,19,1.5,16,3,78.0,1.83,2980,64.6,33.5,12.79,17800,4,Occasional,Low
9,Hatchback,15257,46,54,3.1,1,2,93.8,3.88,2446,23.6,34.6,11.99,18261,8,Regular,High
15,SUV,8665,48,52,4.5,8,5,99.5,3.55,8549,75.0,29.6,12.92,25961,4,Rare,High
6,SUV,21734,85,15,0.7,1,5,83.9,0.72,12996,40.4,31.9,13.6,593,6,Regular,Low
8,Sedan,13840,76,24,4.5,1,5,92.4,4.06,8265,51.3,26.6,13.14,19615,8,Regular,High
3,Sedan,17062,80,20,2.8,10,0,87.9,2.47,12944,87.2,39.2,13.4,11943,0,Occasional,Medium
8,Hatchback,12044,48,52,4.0,6,7,101.6,3.83,1769,38.3,33.7,13.1,23345,2,Regular,Medium
2,Sedan,7063,76,24,4.8,5,7,97.7,4.76,11490,53.1,29.7,13.64,10817,5,Regular,Medium
12,Pickup,27313,74,26,1.5,8,3,99.5,3.36,2521,30.6,32.8,13.47,6423,0,Rare,Low
4,Hatchback,32087,63,37,3.1,10,8,92.5,3.57,13722,46.2,28.2,14.6,9714,6,Regular,Medium
3,SUV,23205,47,53,4.5,7,6,95.5,2.03,3248,25.7,32.5,13.02,29504,1,Regular,Low
10,SUV,17464,56,44,4.3,0,4,84.0,3.3,13215,64.4,34.0,12.88,10720,3,Regular,Medium
1,Pickup,32132,42,58,2.8,1,4,92.3,3.72,8415,47.0,34.0,12.07,617,1,Regular,Low
15,Sedan,8749,88,12,4.8,0,11,86.4,1.67,14300,72.9,34.2,11.84,5627,2,Occasional,High
13,Hatchback,30592,77,23,3.7,0,1,86.2,1.99,9960,83.2,26.3,12.44,2119,2,Regular,High
13,Hatchback,23451,51,49,2.9,9,4,84.4,0.9,12477,60.6,35.6,13.86,7592,6,Regular,Medium
7,Pickup,33258,88,12,0.8,1,8,82.9,3.95,4704,17.9,31.9,13.45,28951,6,Occasional,Low
11,Sedan,37856,55,45,2.7,8,7,87.6,3.33,6035,41.3,32.2,12.85,19279,1,Regular,Low
10,Hatchback,26621,51,49,2.4,10,4,94.3,2.23,1151,25.5,31.0,13.37,24509,3,Occasional,Low
2,Pickup,11577,78,22,1.9,13,2,91.7,2.9,1973,86.5,35.8,12.98,21763,8,Regular,Medium
4,Hatchback,24694,79,21,4.7,1,1,104.5,3.55,547,47.9,32.6,13.37,25096,7,Regular,Medium
9,SUV,13263,46,54,4.7,8,7,100.4,1.32,11701,37.0,26.4,13.95,25411,6,Regular,High
6,Hatchback,22205,43,57,2.0,8,4,96.5,3.55,12915,84.1,27.1,12.46,11695,4,Occasional,High
8,Hatchback,13072,86,14,2.5,12,4,94.8,3.33,14950,47.0,30.5,11.32,6798,2,Regular,High
2,Hatchback,10691,55,45,3.9,7,8,88.7,3.41,14342,33.9,33.8,11.95,26594,2,Occasional,Medium
7,Sedan,27113,33,67,4.3,4,5,99.8,1.96,5801,93.8,32.0,12.11,12043,8,Occasional,High
6,Sedan,6953,87,13,1.0,14,10,89.0,1.18,8166,25.9,31.4,13.12,12815,3,Regular,Low
13,Pickup,9963,63,37,2.7,7,1,95.5,2.26,1047,41.0,33.0,11.85,19876,5,Regular,Medium
14,Sedan,32869,67,33,4.6,4,4,103.9,0.92,12513,68.3,32.5,13.38,16647,5,Occasional,High
9,Hatchback,16445,51,49,3.5,10,8,85.3,1.24,13369,34.8,29.9,11.98,3164,4,Regular,Medium
7,Hatchback,25185,36,64,2.9,0,1,87.0,2.99,10498,50.6,30.3,12.68,16676,1,Regular,Low
1,Sedan,13447,76,24,3.7,10,10,83.1,4.66,12537,7.0,30.9,13.23,20332,2,Regular,Low
14,Sedan,39699,58,42,3.5,7,3,80.7,1.5,4585,25.0,37.4,13.35,11066,4,Occasional,Medium
8,Hatchback,38640,51,49,4.7,7,0,92.5,2.91,8350,79.1,34.5,13.02,10292,4,Rare,Medium
11,Hatchback,12954,87,13,4.6,11,11,97.6,1.21,7541,14.1,30.2,12.12,13638,1,Regular,Medium
10,SUV,22945,21,79,2.3,1,1,98.4,2.92,1753,56.7,31.6,11.75,16030,7,Occasional,Medium
15,Pickup,17920,61,39,0.6,2,8,88.1,3.9,11820,24.4,29.7,12.3,18108,2,Occasional,Medium
3,Sedan,34984,57,43,2.0,1,4,97.1,4.16,6683,43.9,30.2,13.99,20345,3,Occasional,Low
14,Pickup,10560,74,26,1.4,14,3,101.2,3.65,12864,70.3,31.8,12.14,23273,1,Regular,High
2,Hatchback,20389,74,26,1.1,9,12,100.3,1.41,4809,45.4,33.0,11.74,2417,7,Rare,Medium
12,Pickup,29265,53,47,4.5,1,3,83.1,2.52,4590,49.7,33.0,12.93,20089,8,Rare,Medium
3,Sedan,12715,65,35,3.7,6,11,88.5,4.18,13145,92.7,33.0,13.94,25268,0,Occasional,Low
11,Sedan,24068,62,38,0.6,4,11,92.6,3.81,9537,21.2,33.6,13.37,6944,1,Regular,Low
6,Pickup,14438,21,79,4.6,1,2,88.6,4.11,5745,61.4,27.6,12.35,6279,6,Occasional,Medium
13,Sedan,10243,55,45,4.6,9,7,85.7,0.93,8107,23.5,29.9,12.87,25652,8,Rare,Medium
14,SUV,33629,89,11,4.8,14,6,102.2,3.77,11037,81.6,32.8,13.08,10368,5,Regular,High
3,Hatchback,9085,55,45,4.2,5,6,88.9,2.49,7919,68.0,34.0,12.67,27671,3,Occasional,Low
10,Hatchback,22390,41,59,0.9,4,6,89.2,2.11,7977,75.6,33.4,12.37,4656,5,Regular,Low
5,Sedan,29513,88,12,3.3,8,10,97.8,1.23,13697,72.4,27.1,12.29,11898,6,Rare,High
6,Hatchback,25694,57,43,0.9,6,3,87.5,1.57,1988,29.6,29.9,12.7,9043,1,Occasional,Low
8,SUV,19884,73,27,3.7,11,4,90.5,3.2,14625,69.8,30.0,12.32,21047,8,Occasional,High
7,Sedan,7876,41,59,1.4,7,6,83.9,3.66,1479,46.0,31.7,12.82,7032,0,Occasional,Low
14,SUV,31207,50,50,4.7,6,5,98.8,2.95,9718,39.8,30.4,12.69,8362,3,Regular,High
11,SUV,10556,72,28,4.7,2,12,94.9,4.84,9309,37.5,34.7,12.45,13190,3,Regular,High
